iata,name,country,latitude,longitude
TVF,Thief River Falls Regional Airport,US,48.065701,-96.184998
TVS,Tangshan Sannühe Airport,CN,39.717800,118.002625
TVT,Tashkent-Khumo International Airport,UZ,41.312889,69.395535
TVU,Matei Airport,FJ,-16.690599,-179.876999
TVY,Dawei Airport,MM,14.103900,98.203598
TWA,Twin Hills Airport,US,59.074713,-160.274992
TWC,Tumxuk Tangwangcheng Airport,CN,39.886663,79.233408
TWF,Joslin Field Magic Valley Regional Airport,US,42.481800,-114.487999
TWT,Sanga Sanga Airport,PH,5.048196,119.743338
TWU,Tawau Airport,MY,4.313380,118.121520
TXE,Rembele Airport,ID,4.721130,96.851943
TXK,Texarkana Regional Airport (Webb Field),US,33.453701,-93.990997
TXN,Huangshan Tunxi International Airport,CN,29.733299,118.255997
TYF,Torsby Airport,SE,60.157600,12.991300
TYL,Captain Victor Montes Arias International Airport,PE,-4.576640,-81.254097
TYN,Taiyuan Wusu International Airport,CN,37.746899,112.627998
TYR,Tyler Pounds Regional Airport,US,32.354099,-95.402397
TYS,McGhee Tyson Airport,US,35.811001,-83.994003
TZA,Sir Barry Bowen Municipal Airport,BZ,17.517239,-88.195775
TZL,Tuzla International Airport,BA,44.459858,18.723627
TZN,Congo Town Airport,BS,24.158701,-77.589798
TZX,Trabzon International Airport,TR,40.995098,39.789700
UAH,Ua Huka Airport,PF,-8.936228,-139.554062
UAI,"Commander in Chief of FALINTIL, Kay Rala Xanana Gusmão, International Airport",TL,-9.301856,125.286302
UAK,Narsarsuaq Airport,GL,61.159580,-45.424690
UAP,Ua Pou Airport,PF,-9.351670,-140.078003
UAQ,Domingo Faustino Sarmiento Airport,AR,-31.571501,-68.418198
UAR,Bouarfa Airport,MA,32.514306,-1.983056
UBA,Mário de Almeida Franco Airport,BR,-19.765036,-47.964805
UBB,Mabuiag Island Airport,AU,-9.950168,142.195230
UBJ,Yamaguchi Ube Airport,JP,33.930000,131.279007
UBN,Ulaanbaatar Chinggis Khaan International Airport,MN,47.646916,106.819833
UBP,Ubon Ratchathani Airport,TH,15.251300,104.870003
UCB,Ulanqab Jining Airport,CN,41.130266,113.107274
UCT,Ukhta Airport,RU,63.566898,53.804699
UDI,Ten. Cel. Aviador César Bombonato Airport,BR,-18.883579,-48.225936
UDR,Maharana Pratap Airport,IN,24.617701,73.896103
UEL,Quelimane Airport,MZ,-17.855499,36.869099
UEO,Kumejima Airport,JP,26.363445,126.713840
UET,Quetta International Airport,PK,30.251400,66.937798
UFA,Ufa International Airport,RU,54.557499,55.874401
UGA,Bulgan Airport,MN,48.855000,103.475998
UGC,Urgench International Airport,UZ,41.582740,60.643380
UGI,San Juan /Uganik/ Seaplane Base,US,57.730400,-153.320999
UGU,Bilorai Airport,ID,-3.739503,137.031183
UIB,El Caraño Airport,CO,5.690760,-76.641200
UIH,Phu Cat Airport,VN,13.955000,109.042000
UII,Utila Airport,HN,16.113100,-86.880302
UIN,Quincy Regional Airport Baldwin Field,US,39.942699,-91.194603
UIO,Mariscal Sucre International Airport,EC,-0.125399,-78.354306
UIT,Jaluit Airport,MH,5.909213,169.637256
UJE,Ujae Atoll Airport,MH,8.928060,165.761993
UKB,Kobe Airport,JP,34.632801,135.223999
UKE,Utkela Airport,IN,20.097778,83.183333
UKG,Ust-Kuyga Airport,RU,70.011002,135.645004
UKK,Oskemen International Airport,KZ,50.035033,82.496057
UKX,Ust-Kut Airport,RU,56.856701,105.730003
ULG,Ölgii Mongolei International Airport,MN,48.993301,89.922501
ULH,Al-Ula International Airport,SA,26.483634,38.117048
ULK,Lensk Airport,RU,60.723594,114.825319
ULO,Ulaangom Airport,MN,50.066588,91.938273
ULP,Quilpie Airport,AU,-26.609176,144.253746
ULU,Gulu Airport,UG,2.805560,32.271801
ULV,Ulyanovsk Baratayevka Airport,RU,54.270160,48.225569
ULY,Ulyanovsk Vostochny Airport,RU,54.401001,48.802700
ULZ,Donoi Airport,MN,47.709300,96.525800
UMD,Uummannaq Heliport,GL,70.680428,-52.111630
UME,Umeå Airport,SE,63.791801,20.282801
UMS,Ust-Maya Airport,RU,60.357437,134.437310
UMU,Orlando de Carvalho Airport,BR,-23.798700,-53.313801
UNA,Una-Comandatuba Airport,BR,-15.354358,-38.998729
UNG,Kiunga Airport,PG,-6.125710,141.281998
UNI,Union Island International Airport,VC,12.600135,-61.411945
UNK,Unalakleet Airport,US,63.888401,-160.798996
UNN,Ranong Airport,TH,9.777620,98.585503
UOL,Buol - Pogogul Airport,ID,1.102318,121.413358
UPG,Sultan Hasanuddin International Airport,ID,-5.075539,119.553702
UPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,MX,19.396700,-102.039001
URA,Manshuk Mametova International Airport,KZ,51.151976,51.543652
URC,Ürümqi Tianshan International Airport,CN,43.913584,87.479372
URE,Kuressaare Airport,EE,58.229900,22.509501
URG,Rubem Berta Airport,BR,-29.782200,-57.038200
URJ,Uray Airport,RU,60.103298,64.826698
URT,Surat Thani Airport,TH,9.132600,99.135597
URY,Gurayat Domestic Airport,SA,31.412413,37.278898
USA,Concord-Padgett Regional Airport,US,35.387798,-80.709099
USH,Ushuaia - Malvinas Argentinas International Airport,AR,-54.843300,-68.295800
USJ,Usharal Airport,KZ,46.190767,80.830922
USK,Usinsk Airport,RU,66.004700,57.367199
USM,Samui International Airport,TH,9.547790,100.061996
USN,Ulsan Airport,KR,35.593498,129.352005
USR,Ust-Nera Airport,RU,64.550003,143.115005
UST,Northeast Florida Regional Airport,US,29.959200,-81.339798
USU,Francisco B. Reyes (Busuanga) Airport,PH,12.121865,120.100801
UTH,Udon Thani International Airport,TH,17.386186,102.788577
UTK,Utirik Airport,MH,11.222219,169.851429
UTN,Upington Airport,ZA,-28.400246,21.263592
UTO,Indian Mountain LRRS Airport,US,65.992798,-153.703995
UTP,U-Tapao–Rayong–Pattaya International Airport,TH,12.679900,101.004997
UTT,K. D. Matanzima Airport,ZA,-31.546363,28.673355
UUA,Bugulma Airport,RU,54.641184,52.800229
UUD,Baikal International Airport,RU,51.808614,107.439652
UUS,Yuzhno-Sakhalinsk International Airport,RU,46.885461,142.717466
UVE,Ouvéa Airport,NC,-20.640932,166.573024
UVF,Hewanorra International Airport,LC,13.733200,-60.952599
UVI,José Cleto Airport,BR,-26.233224,-51.066754
UYL,Nyala Airport,SD,12.053500,24.956200
UYN,Yulin Yuyang Airport,CN,38.359710,109.590927
UYU,Joya Andina International Airport,BO,-20.441304,-66.857553
UZR,Urzhar Airport,KZ,47.091786,81.668216
VAA,Vaasa Airport,FI,63.050230,21.762543
VAI,Vanimo Airport,PG,-2.692600,141.302800
VAK,Chevak Airport,US,61.540900,-165.600500
VAL,Valença Airport,BR,-13.296500,-38.992401
VAM,Villa International Airport Maamigili,MV,3.471751,72.832633
VAN,Van Ferit Melen Airport,TR,38.468201,43.332298
VAO,Suavanao Airport,SB,-7.585560,158.731003
VAQ,Vanavara Airport,RU,60.356229,102.309641
VAR,Varna Airport,BG,43.232101,27.825100
VAS,Sivas Nuri Demirağ Airport,TR,39.813801,36.903500
VAV,Vava'u International Airport,TO,-18.585300,-173.962006
VAW,"Vardø Airport, Svartnes",NO,70.355400,31.044901
VBS,Brescia Gabriele d'Annunzio Airport,IT,45.428902,10.330600
VBV,Vanua Balavu Airport,FJ,-17.268999,-178.975998
VBY,Visby Airport,SE,57.662800,18.346201
VCA,Can Tho International Airport,VN,10.083397,105.709371
VCE,Venice Marco Polo Airport,IT,45.505299,12.351900
VCL,Chu Lai Airport,VN,15.403300,108.706001
VCP,Viracopos International Airport,BR,-23.007404,-47.134502
VCS,Con Dao Airport,VN,8.731830,106.633003
VCT,Victoria Regional Airport,US,28.852600,-96.918503
VDC,Glauber de Andrade Rocha Airport,BR,-14.907885,-40.914804
VDE,El Hierro Airport,ES,27.814800,-17.887100
VDH,Dong Hoi Airport,VN,17.515000,106.590556
VDM,Gobernador Castello Airport,AR,-40.869200,-63.000400
VDO,Van Don International Airport,VN,21.120693,107.415390
VDS,Vadsø Airport,NO,70.065300,29.844700
VDZ,Valdez Pioneer Field,US,61.132712,-146.246567
VEE,Venetie Airport,US,67.008698,-146.365997
VEL,Vernal Regional Airport,US,40.436214,-109.511661
VEO,Severo-Yeniseysk Airport,RU,60.373299,93.011703
VER,General Heriberto Jara International Airport,MX,19.139589,-96.188602
VFA,Victoria Falls International Airport,ZW,-18.097437,25.836867
VGA,Vijayawada International Airport,IN,16.530011,80.804888
VGO,Vigo Airport,ES,42.231800,-8.626770
VHM,Vilhelmina South Lapland Airport,SE,64.579102,16.833599
VHV,Verkhnevilyuisk Airport,RU,63.458057,120.269165
VIE,Vienna International Airport,AT,48.110298,16.569700
VIG,Juan Pablo Pérez Alfonso Airport,VE,8.624139,-71.672668
VII,Vinh Airport,VN,18.737600,105.670998
VIJ,Virgin Gorda Airport,VG,18.446634,-64.427932
VIL,Dakhla Airport,EH,23.718300,-15.932000
VIT,Vitoria Airport,ES,42.882801,-2.724470
VIX,Eurico de Aguiar Salles International Airport,BR,-20.258000,-40.285000
VJB,Xai-Xai Chongoene Airport,MZ,-24.892909,33.753024
VKG,Rach Gia Airport,VN,9.958030,105.132380
VKO,Vnukovo International Airport,RU,55.591499,37.261501
VKT,Vorkuta Airport,RU,67.488602,63.993099
VLC,Valencia Airport,ES,39.489162,-0.480961
VLD,Valdosta Regional Airport,US,30.782499,-83.276703
VLI,Bauerfield International Airport,VU,-17.699301,168.320007
VLL,Valladolid Airport,ES,41.706100,-4.851940
VLN,Arturo Michelena International Airport,VE,10.149733,-67.928398
VLS,Valesdir Airport,VU,-16.796101,168.177002
VLV,Dr. Antonio Nicolás Briceño Airport,VE,9.340478,-70.584061
VMU,Baimuru Airport,PG,-7.496955,144.821756
VNO,Vilnius International Airport,LT,54.634102,25.285801
VNS,Lal Bahadur Shastri International Airport,IN,25.452171,82.862549
VNX,Vilankulo Airport,MZ,-22.018400,35.313301
VOG,Volgograd International Airport,RU,48.781340,44.339194
VOL,Nea Anchialos National Airport,GR,39.219601,22.794300
VOZ,Voronezh International Airport,RU,51.814324,39.230948
VPE,Ngjiva Pereira Airport,AO,-17.043501,15.683800
VPN,Vopnafjörður Airport,IS,65.720596,-14.850600
VPS,Destin-Fort Walton Beach Airport,US,30.481315,-86.515839
VPY,Chimoio Airport,MZ,-19.151300,33.429001
VQS,Antonio Rivera Rodriguez Airport,PR,18.134800,-65.493599
VRA,Juan Gualberto Gomez International Airport,CU,23.034401,-81.435303
VRB,Vero Beach Regional Airport,US,27.655600,-80.417901
VRC,Virac Airport,PH,13.576400,124.206001
VRL,Vila Real Airport,PT,41.274300,-7.720470
VRN,Verona Villafranca Valerio Catullo Airport,IT,45.394955,10.887303
VRY,Værøy Heliport,NO,67.654555,12.727257
VSA,Carlos Rovirosa Pérez International Airport,MX,17.994283,-92.818199
VSE,Aerodromo Goncalves Lobato (Viseu Airport),PT,40.725498,-7.888990
VST,Stockholm Västerås Airport,SE,59.589401,16.633600
VSV,Shravasti Airport,IN,27.499732,82.032927
VTE,Wattay International Airport,LA,17.985052,102.566692
VTU,Hermanos Ameijeiras Airport,CU,20.987600,-76.935799
VTZ,Alluri Sitarama Raju International Airport (Vizag),IN,17.971512,83.503617
VUP,Alfonso López Pumarejo Airport,CO,10.435000,-73.249500
VUS,Velikiy Ustyug Airport,RU,60.788300,46.259998
VVC,Vanguardia Airport,CO,4.167870,-73.613800
VVI,Viru Viru International Airport,BO,-17.644800,-63.135399
VVO,Vladivostok International Airport,RU,43.396256,132.148155
VVZ,Illizi Takhamalt Airport,DZ,26.723499,8.622650
VXC,Lichinga Airport,MZ,-13.274000,35.266300
VXE,Cesaria Evora International Airport,CV,16.833363,-25.055308
VXO,Växjö Kronoberg Airport,SE,56.929100,14.728000
VYI,Vilyuisk Airport,RU,63.756668,121.693336
WAA,Wales Airport,US,65.622593,-168.095000
WAE,Wadi Al Dawasir Domestic Airport,SA,20.504299,45.199600
WAG,Wanganui Airport,NZ,-39.963467,175.024440
WAW,Warsaw Chopin Airport,PL,52.165699,20.967100
WBB,Stebbins Airport,US,63.515999,-162.278000
WBM,Wapenamanda Airport,PG,-5.635293,143.892231
WBQ,Beaver Airport,US,66.362198,-147.406998
WDH,Hosea Kutako International Airport,NA,-22.479900,17.470900
WDN,Waldron Airstrip,US,48.711410,-123.018208
WDS,Shiyan Wudangshan Airport,CN,32.592889,110.906296
WEF,Weifang Nanyuan Airport,CN,36.646702,119.119003
WEH,Weihai Dashuibo Airport,CN,37.187099,122.228996
WEI,Weipa Airport,AU,-12.677493,141.922618
WFB,Ketchikan Harbor Seaplane Base,US,55.349899,-131.677002
WGA,Wagga Wagga Airport,AU,-35.163484,147.468320
WGE,Walgett Airport,AU,-30.032801,148.126007
WGN,Shaoyang Wugang Airport,CN,26.806123,110.641042
WGP,Umbu Mehang Kunda Airport,ID,-9.669220,120.302002
WHA,Wuhu Xuanzhou Airport,CN,31.104500,118.666870
WHD,Hyder Seaplane Base,US,55.903324,-130.009975
WHK,Whakatāne Airport,NZ,-37.922224,176.916960
WIC,Wick John O'Groats Airport,GB,58.458900,-3.093060
WIL,Nairobi Wilson Airport,KE,-1.321720,36.814800
WIN,Winton Airport,AU,-22.363600,143.085999
WJR,Wajir Airport,KE,1.733240,40.091599
WJU,Wonju Airport / Hoengseong Air Base (K-38/K-46),KR,37.437113,127.960051
WKA,Wanaka Airport,NZ,-44.722091,169.246287
WKJ,Wakkanai Airport,JP,45.404202,141.800995
WKK,Aleknagik / New Airport,US,59.282600,-158.617996
WLG,Wellington International Airport,NZ,-41.326839,174.806862
WLH,Walaha Airport,VU,-15.412000,167.690994
WLK,Selawik Airport,US,66.600098,-159.985992
WLS,Hihifo Airport,WF,-13.239445,-176.198650
WMI,Warsaw Modlin Airport,PL,52.451099,20.651800
WMN,Maroantsetra Airport,MG,-15.437742,49.689081
WMO,White Mountain Airport,US,64.689201,-163.412994
WMT,Zunyi Maotai Airport,CN,27.961837,106.435416
WMX,Wamena Airport,ID,-4.097324,138.952417
WNA,Napakiak Airport,US,60.690300,-161.979004
WNH,Wenshan Puzhehei Airport,CN,23.558300,104.325500
WNI,Matahora Airport,ID,-5.292123,123.636233
WNN,Wunnumin Lake Airport,CA,52.893902,-89.289200
WNP,Naga Airport,PH,13.584900,123.269997
WNR,Windorah Airport,AU,-25.410641,142.668428
WNS,Shaheed Benazirabad Airport,PK,26.219400,68.390099
WNZ,Wenzhou Longwan International Airport,CN,27.910572,120.853465
WOS,Wonsan Kalma Airport,KP,39.165219,127.487931
WPL,Powell Lake Seaplane Base,CA,49.887335,-124.533720
WRE,Whangarei Airport,NZ,-35.769253,174.363713
WRG,Wrangell Airport,US,56.484299,-132.369995
WRO,Copernicus Wrocław Airport,PL,51.103719,16.882096
WRY,Westray Airport,GB,59.350475,-2.950062
WSK,Chongqing Wushan Airport,CN,31.068960,109.708958
WSN,South Naknek Number 2 Airport,US,58.702362,-157.005444
WST,Westerly State Airport,US,41.349602,-71.803398
WSX,Westsound/WSX Seaplane Base,US,48.617901,-122.956903
WSZ,Westport Airport,NZ,-41.737111,171.579033
WTA,Tambohorano Airport,MG,-17.476101,43.972801
WTB,Toowoomba Wellcamp Airport,AU,-27.558332,151.793335
WTE,Wotje Airport,MH,9.458333,170.238611
WTK,Noatak Airport,US,67.561241,-162.980461
WTL,Tuntutuliak Airport,US,60.351243,-162.654476
WTO,Wotho Island Airport,MH,10.173300,166.003006
WUA,Wuhai Airport,CN,39.793400,106.799300
WUH,Wuhan Tianhe International Airport,CN,30.774798,114.213723
WUN,Wiluna Airport,AU,-26.632691,120.221906
WUS,Nanping Wuyishan Airport,CN,27.701900,118.000999
WUT,Xinzhou Wutaishan Airport,CN,38.597456,112.969173
WUU,Wau Airport,SS,7.725830,27.975000
WUX,Sunan Shuofang International Airport,CN,31.496952,120.430380
WUZ,Wuzhou Xijiang Airport,CN,23.403160,111.093310
WVB,Walvis Bay International Airport,NA,-22.979332,14.647102
WWK,Wewak International Airport,PG,-3.583830,143.669006
WWP,Whale Pass Seaplane Float Harbor Facility,US,56.116299,-133.121994
WWT,Mertarvik Airport,US,60.810370,-164.499511
WXN,Wanzhou Wuqiao Airport,CN,30.801700,108.433000
WYA,Whyalla Airport,AU,-33.058899,137.514008
WYS,Yellowstone Airport,US,44.688400,-111.117996
XAI,Xinyang Minggang Airport,CN,32.540819,114.079141
XAP,Serafin Enoss Bertaso Airport,BR,-27.134199,-52.656601
XBE,Bearskin Lake Airport,CA,53.965599,-91.027199
XBJ,Birjand International Airport,IR,32.896525,59.281258
XCH,Christmas Island International Airport,CX,-10.450387,105.691100
XCR,Chalons Vatry airport,FR,48.773330,4.206110
XEQ,Tasiusaq Heliport,GL,60.194305,-44.813447
XFN,Xiangyang Liuji Airport,CN,32.152222,112.291666
XGR,Kangiqsualujjuaq (Georges River) Airport,CA,58.711399,-65.992798
XIC,Xichang Qingshan Airport,CN,27.989100,102.183998
XIL,Xilinhot Airport,CN,43.915600,115.963997
XIQ,Ilimanaq Heliport,GL,69.080915,-51.114315
XIY,Xi'an Xianyang International Airport,CN,34.442207,108.762385
XKH,Xieng Khouang Airport,LA,19.450001,103.157997
XKS,Kasabonika Airport,CA,53.524700,-88.642799
XLB,Lac Brochet Airport,CA,58.614279,-101.468954
XMH,Manihi Airport,PF,-14.436800,-146.070007
XMN,Xiamen Gaoqi International Airport,CN,24.543889,118.127454
XMS,Coronel E Carvajal Airport,EC,-2.299170,-78.120796
XMY,Yam Island Airport,AU,-9.899187,142.774265
XNA,Northwest Arkansas National Airport,US,36.281898,-94.306801
XNN,Xining Caojiabao International Airport,CN,36.527750,102.040215
XPK,Pukatawagan Airport,CA,55.749199,-101.265999
XPL,Palmerola International Airport,HN,14.382400,-87.621201
XQP,Quepos Managua Airport,CR,9.443160,-84.129799
XQU,Qualicum Beach Airport,CA,49.337456,-124.393086
XRY,Jerez Airport,ES,36.744598,-6.060110
XSC,South Caicos Airport,TC,21.515699,-71.528503
XSI,South Indian Lake Airport,CA,56.792801,-98.907204
XSP,Seletar Airport,SG,1.415550,103.866730
XTG,Thargomindah Airport,AU,-27.986368,143.812065
XTL,Tadoule Lake Airport,CA,58.706308,-98.511057
XUZ,Xuzhou Guanyin International Airport,CN,34.059056,117.555278
XWA,Williston Basin International Airport,US,48.260863,-103.751160
XYA,Yandina Airport,SB,-9.092816,159.218410
YAA,Anahim Lake Airport,CA,52.451501,-125.303776
YAB,Arctic Bay Airport,CA,73.006101,-85.046160
YAC,Cat Lake Airport,CA,51.727200,-91.824402
YAG,Fort Frances Municipal Airport,CA,48.655749,-93.443490
YAJ,Lyall Harbour Seaplane Base,CA,48.795274,-123.181801
YAK,Yakutat Airport,US,59.508717,-139.660435
YAL,Alert Bay Airport,CA,50.582199,-126.916000
YAM,Sault Ste Marie Airport,CA,46.483216,-84.508467
YAP,Yap International Airport,FM,9.498910,138.082993
YAQ,Maple Bay Seaplane Base,CA,48.816700,-123.608400
YAS,Yasawa Island Airport,FJ,-16.758900,177.544998
YAT,Attawapiskat Airport,CA,52.927502,-82.431900
YAV,Mayne Island Seaplane Base,CA,48.852241,-123.301982
YAX,Wapekeka Airport,CA,53.849201,-89.579399
YAY,St. Anthony Airport,CA,51.391909,-56.083210
YAZ,Tofino / Long Beach Airport,CA,49.079833,-125.775583
YBB,Kugaaruk Airport,CA,68.535711,-89.805508
YBC,Baie-Comeau Airport,CA,49.132500,-68.204399
YBE,Uranium City Airport,CA,59.561401,-108.481003
YBF,Bamfield Seaplane Base,CA,48.835967,-125.137453
YBG,Saguenay-Bagotville Airport,CA,48.330123,-70.992012
YBI,Black Tickle Airport,CA,53.469836,-55.787501
YBK,Baker Lake Airport,CA,64.298897,-96.077797
YBL,Campbell River Airport,CA,49.950802,-125.271004
YBP,Yibin Wuliangye Airport,CN,28.858431,104.526157
YBQ,Telegraph Harbour Seaplane Base,CA,48.970000,-123.664000
YBR,Brandon Municipal Airport,CA,49.910000,-99.951897
YBT,Brochet Airport,CA,57.889400,-101.679001
YBV,Berens River Airport,CA,52.358898,-97.018303
YBW,Bedwell Harbour Seaplane Base,CA,48.750000,-123.233002
YBX,Lourdes-de-Blanc-Sablon Airport,CA,51.443600,-57.185299
YBY,Bonnyville Airport,CA,54.304199,-110.744003
YCB,Cambridge Bay Airport,CA,69.108101,-105.138000
YCD,Nanaimo Airport,CA,49.054970,-123.869863
YCG,Castlegar/West Kootenay Regional Airport,CA,49.296398,-117.632004
YCK,Tommy Kochon Airport,CA,67.020150,-126.128364
YCM,Niagara District Airport,CA,43.191598,-79.171686
YCO,Kugluktuk Airport,CA,67.816408,-115.143070
YCR,Cross Lake (Charlie Sinclair Memorial) Airport,CA,54.609758,-97.762442
YCS,Chesterfield Inlet Airport,CA,63.346901,-90.731102
YCU,Yuncheng Yanhu International Airport,CN,35.117823,111.034023
